origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.550,2.301157286267481
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.600,2.3339922743833568
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.650,2.375706107652436
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.700,2.4156579468298554
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.750,2.5523152285697193
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.800,2.617351067097199
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.850,2.664068905506488
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.900,2.749695173504895
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.950,2.9331315566332696
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.975,3.1154905662038086
2020-03-08,ILI incidence,2020-03-29,3,DE,quantile,0.990,3.1830906576242683
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.010,1.4411322908213136
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.025,1.4814972141739575
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.050,1.5550721117284898
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.100,1.7619958124941233
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.150,1.8231759563690608
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.200,1.9198097699293797
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.250,1.9689355837865095
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.300,2.0414627299495787
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.350,2.108515178444168
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.400,2.1525227414839923
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.450,2.211976359812859
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.500,2.248121234950177
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.550,2.3067222411256756
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.600,2.350502225280177
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.650,2.4061206696389488
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.700,2.459389788542175
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.750,2.6415994975286603
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.800,2.7283139488986334
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.850,2.790604400111018
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.900,2.9047727574422275
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.950,3.149354601613395
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.975,3.3924999477074467
2020-03-08,ILI incidence,2020-04-05,4,DE,quantile,0.990,3.482633402934726
